yearDay,greg,heb,parasha,L01,L02,L03,L04,L05,L06,L07,L08,L09,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39
274,2027-07-09,4 Tammuz,Korach,Tinyana 2 · KST § 300 (p. 173) · Aseh 61–62,י Yud · ים · set 13 · day 10 of 22,Chesed shebeGevurah · shebeMalchut · day 8 of 49,מבה · 55 of 72 · הַקּוֹץ 7 · אֵלֶיךָ,Summer · 1 of 91 · Ratzo · F1 letter 1 · Eicha 1:1 · א,2nd cycle 9 · day 1 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 28 of 41 · Neshamah 8 of 10 · Do Not Steal,OC 547–548 · Orach Chaim · 547 of 728,Korach · D6 · P2 · C6,set 11 · 22/28 · Even HaEzer 160–161 · Adulterer 1,Tinyana 2 · Zohar III 105–106,§ 300 (p. 173) · Korach,Aseh 61–62,LT Devarim · Folio 55 · day 302 of 364,Prayer 151 — first half · day 302 of 364,Midot 1 & 2 · Week 40 · Day 1,Proverbs 31 &amp; Job 1 · Week 40 · Day 1,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 1 of 13,Sichos HaRan · §274 of 308 · day 274 of 369,OC 547–548 · half-days 547 & 548,Korach,Ben Ish Chai · Halachot,Se’if ג׳ · day 1 of 13,"בְּכָל דוֹר וָדוֹר חַיָיב אָדָם לִרְאוֹת אֶת עַצְמוֹ כְּאִלוּ הוּא יָצָא מִמִצְרָיִם · פסחים קטז,ב",Even HaEzer 160–161 · Adulterer 1 · with the Shulchan Aruch,Horayot · 13a · Tammuz,Happiness — 18/20 · Happiness — 19/20,Story 75 · 76 · Korach,,Class 65 · of 118,Korach · Day 6,Day 274 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 1 of 13,Gate 1 · Gate 2 · Gate 3 · day 1 of 13,Mikvaot · Nizkei Mamon · Genevah · set 11 of 14 · day 22 of 28,,Story 302 · Parshat Korach
275,2027-07-10,5 Tammuz,Korach,Tinyana 3 · KST § 301–302 (p. 174) · Aseh 63–64,כ Kaf · כם · set 13 · day 11 of 22,Gevurah shebeGevurah · shebeMalchut · day 9 of 49,פוי · 56 of 72 · אֲבִיָּה 8 · אֵלֶיךָ,Summer · 2 of 91 · Ratzo · F1 letter 2 · Eicha 1:2 · ב,2nd cycle 9 · day 2 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 29 of 41 · Neshamah 9 of 10 · Truth / No False Witness,OC 549–550 · Orach Chaim · 549 of 728,Korach · D7 · P2 · C6,set 11 · 23/28 · Even HaEzer 162–163 · Korach,Tinyana 3 · Zohar III 107–108,§ 301–302 (p. 174) · Korach,Aseh 63–64,LT Devarim · Folio 56 · day 303 of 364,Prayer 151 — second half · day 303 of 364,Midot 3 & 4 · Week 40 · Day 2,Job 2 & 3 · Week 40 · Day 2,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 2 of 13,Sichos HaRan · §275 of 308 · day 275 of 369,OC 549–550 · half-days 549 & 550,Korach,Ben Ish Chai · Drash · Korach · Drash,Se’if ד׳ · day 2 of 13,"כָּל יִשְׂרָאֵל יֵשׁ לָהֶם חֵלֶק לְעוֹלָם הַבָּא שֶׁנֶאֱמַר וְעַמֵךְ כּוּלָם צַדִיקִים לְעוֹלָם יִירְשׁוּ אָרֶץ נֵצֶר מַטָעַי מַעֲשֵׂה יָדַי לְהִתְפָּאֵר · סנהדרין צ,א",Even HaEzer 162–163 · with the Shulchan Aruch,Horayot · 13a · Tammuz,Happiness — 18/20 · Happiness — 19/20,Story 75 · 76 · Korach,,Class 66 · of 118,Sefer Yetzirah · 5:1,Day 275 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 2 of 13,Gate 4 · Gate 5 · Gate 6 · day 2 of 13,Gezelah v'Avedah · Chovel u'Mazik · Rotze'ach u'Shmirat Ne · set 11 of 14 · day 23 of 28,,Story 303 · Parshat Korach
276,2027-07-11,6 Tammuz,Chukat-Balak,Tinyana 4 · KST § 303 (p. 177) · Aseh 65–66,ל Lamed · לם · set 13 · day 12 of 22,Tiferet shebeGevurah · shebeMalchut · day 10 of 49,נמם · 57 of 72 · יֵשׁוּעַ 9 · אֵלֶיךָ,Summer · 3 of 91 · Ratzo · F1 letter 3 · Eicha 1:3 · ג,2nd cycle 9 · day 3 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 30 of 41 · Neshamah 10 of 10 · Do Not Covet,OC 551–552 · Orach Chaim · 551 of 728,Chukat-Balak · D1 · P3 & 4 · C6,set 11 · 24/28 · Even HaEzer 164–165,Tinyana 4 · Zohar III 109–110,§ 303 (p. 177) · Chukat-Balak,Aseh 65–66,LT Devarim · Folio 57 · day 304 of 364,Prayer 152 — first half · day 304 of 364,Midot 5 &amp; Kinim 1 · Week 40 · Day 3,Job 4 & 5 · Week 40 · Day 3,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 3 of 13,Sichos HaRan · §276 of 308 · day 276 of 369,OC 551–552 · half-days 551 & 552,Chukat-Balak,Rav Pe’alim · Vol III · Yoreh Deah 31 · Vol III · Yoreh Deah 32 · Vol III,Se’if ה׳ · day 3 of 13,כִּי קָרוֹב אֵלֶיךָ הַדָבָר מְאֹד בְּפִיךָ וּבִּלְבָבְךָ לַעֲשׂוֹתוֹ · דברים ל:יד,Even HaEzer 164–165 · with the Shulchan Aruch,Zevachim · 13b · Tammuz / Three Weeks,Happiness — 20/20 · Self-Confidence — 1/4,Story 77 · 78 · Chukat-Balak,,Class 67 · of 118,Chukat-Balak · Day 1,Day 276 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 3 of 13,Gate 7 · Gate 8 · Gate 9 · day 3 of 13,Mechirah · Zechiyah u'Matanah · Shecheinim · set 11 of 14 · day 24 of 28,,Story 304 · Parshat Chukat-Balak
277,2027-07-12,7 Tammuz,Chukat-Balak,Tinyana 5 · KST § 304 (p. 177) · Aseh 67–68,מ Mem · מם · set 13 · day 13 of 22,Netzach shebeGevurah · shebeMalchut · day 11 of 49,ייל · 58 of 72 · שְׁכַנְיָהוּ 10 · אֵלֶיךָ,Summer · 4 of 91 · Ratzo · F1 letter 4 · Eicha 1:4 · ד,2nd cycle 9 · day 4 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 31 of 41 · Chayah 1 of 10 · I Am the Lord,OC 553–554 · Orach Chaim · 553 of 728,Chukat-Balak · D2 · P3 & 4 · C6,set 11 · 25/28 · Even HaEzer 166–167,Tinyana 5 · Zohar III 111–112,§ 304 (p. 177) · Chukat-Balak,Aseh 67–68,LT Devarim · Folio 58 · day 305 of 364,Prayer 152 — second half · day 305 of 364,Kinim 2 & 3 · Week 40 · Day 4,Job 6 & 7 · Week 40 · Day 4,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 4 of 13,Sichos HaRan · §277 of 308 · day 277 of 369,OC 553–554 · half-days 553 & 554,Chukat-Balak,Rav Pe’alim · Vol III · Even HaEzer 3 · Vol III · Even HaEzer 4 · Vol III,Se’if ו׳ · day 4 of 13,וְהִנֵה ה׳ נִצָב עָלָיו וּמְלֹא כָל הָאָרֶץ כּבוֹדוֹ וּמַבִּיט עָלָיו וּבוֹחֵן כְּלָיוֹת וָלֵב אִם עוֹבְדוֹ כָּרָאוּי · תניא פרק מא,Even HaEzer 166–167 · with the Shulchan Aruch,Zevachim · 13b · Tammuz / Three Weeks,Happiness — 20/20 · Self-Confidence — 1/4,Story 77 · 78 · Chukat-Balak,,Class 68 · of 118,Chukat-Balak · Day 2,Day 277 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 4 of 13,Gate 10 · Gate 11 · Gate 12 · day 4 of 13,Shluchin v'Shutafin · Avadim · Sechirut · set 11 of 14 · day 25 of 28,,Story 305 · Parshat Chukat-Balak
278,2027-07-13,8 Tammuz,Chukat-Balak,Tinyana 6 · KST § 305 (p. 178) · Aseh 69–70,נ Nun · נם · set 13 · day 14 of 22,Hod shebeGevurah · shebeMalchut · day 12 of 49,הרח · 59 of 72 · אֶלְיָשִׁיב 11 · אֵלֶיךָ,Summer · 5 of 91 · Ratzo · F1 letter 5 · Eicha 1:5 · ה,2nd cycle 9 · day 5 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 32 of 41 · Chayah 2 of 10 · No Other Gods,OC 555–556 · Orach Chaim · 555 of 728,Chukat-Balak · D3 · P3 & 4 · C6,set 11 · 26/28 · Even HaEzer 168–169 · Rape and Seduction 1,Tinyana 6 · Zohar III 113–114,§ 305 (p. 178) · Chukat-Balak,Aseh 69–70,LT Devarim · Folio 59 · day 306 of 364,Prayer 1 · day 306 of 364,Kelim 1 & 2 · Week 40 · Day 5,Job 8 & 9 · Week 40 · Day 5,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 5 of 13,Sichos HaRan · §278 of 308 · day 278 of 369,OC 555–556 · half-days 555 & 556,Chukat-Balak,Rav Pe’alim · Vol III · Even HaEzer 7 · Vol III · Even HaEzer 8 · Vol III,Se’if ז׳ · day 5 of 13,בְּרֵאשִׁית בָּרָא אֶלֹקִים אֵת הַשָׁמַיִם וְאֵת הָאָרֶץ · בראשית א:א,Even HaEzer 168–169 · Rape and Seduction 1 · with the Shulchan Aruch,Zevachim · 13b · Tammuz / Three Weeks,Happiness — 20/20 · Self-Confidence — 1/4,Story 77 · 78 · Chukat-Balak,,Class 69 · of 118,Chukat-Balak · Day 3,Day 278 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 5 of 13,Gate 13 · Gate 14 · Gate 15 · day 5 of 13,She'elah u'Fikadon · Malveh v'Loveh · To'en v'Nit'an · set 11 of 14 · day 26 of 28,,Story 306 · Parshat Chukat-Balak
279,2027-07-14,9 Tammuz,Chukat-Balak,Tinyana 7 · KST § 306 (p. 178) · Aseh 71–72,ס Samech · סם · set 13 · day 15 of 22,Yesod shebeGevurah · shebeMalchut · day 13 of 49,מצר · 60 of 72 · יָקִים 12 · אֵלֶיךָ,Summer · 6 of 91 · Ratzo · F1 letter 6 · Eicha 1:6 · ו,2nd cycle 9 · day 6 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 33 of 41 · Chayah 3 of 10 · Not to Profane G-d's Name,OC 557–558 · Orach Chaim · 557 of 728,Chukat-Balak · D4 · P3 & 4 · C6,set 11 · 27/28 · Even HaEzer 170–171,Tinyana 7 · Zohar III 115–117,§ 306 (p. 178) · Chukat-Balak,Aseh 71–72,LT Devarim · Folio 60 · day 307 of 364,Prayer 2 · day 307 of 364,"Tosefta Kelim Bava Metzia 2, 3, 4, 5 · Week 40 · Day 6",Job 10 & 11 · Week 40 · Day 6,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 6 of 13,Sichos HaRan · §279 of 308 · day 279 of 369,OC 557–558 · half-days 557 & 558,Chukat-Balak,Rav Pe’alim · Vol III · Even HaEzer 11 · Vol III · Even HaEzer 12 · Vol II,Se’if ח׳ · day 6 of 13,וְשִׁנַנְתָּם לְבָנֶיךָ וְדִבַּרְתָּ בָּם בְּשִׁבְתְּךָ בְּבֵיתֶךָ וּבְלֶכְתְּךָ בַדֶרֶךְ וּבְשָׁכְבְּךָ וּבְקוּמֶךָ · דברים ו:ז,Even HaEzer 170–171 · with the Shulchan Aruch,Zevachim · 13b · Tammuz / Three Weeks,Happiness — 20/20 · Self-Confidence — 1/4,Story 77 · 78 · Chukat-Balak,,Class 70 · of 118,Chukat-Balak · Day 4,Day 279 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 6 of 13,Gate 16 · Gate 17 · Gate 18 · day 6 of 13,Nachalot · Sanhedrin · Edut · set 11 of 14 · day 27 of 28,,Story 307 · Parshat Chukat-Balak
280,2027-07-15,10 Tammuz,Chukat-Balak,Tinyana 8 · KST § 307 (p. 178) · Aseh 73–74,ע Ayin · עם · set 13 · day 16 of 22,Malchut shebeGevurah · shebeMalchut · day 14 of 49,ומב · 61 of 72 · חֻפָּה 13 · אֵלֶיךָ,Summer · 7 of 91 · Ratzo · F1 letter 7 · Eicha 1:7 · ז,2nd cycle 9 · day 7 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 34 of 41 · Chayah 4 of 10 · The Sabbath,OC 559–560 · Orach Chaim · 559 of 728,Chukat-Balak · D5 · P3 & 4 · C6,set 11 · 28/28 · Even HaEzer 172–173,Tinyana 8 · Zohar III 118–121,§ 307 (p. 178) · Chukat-Balak,Aseh 73–74,LT Devarim · Folio 61 · day 308 of 364,Prayer 3 · day 308 of 364,"Tosefta Kelim Bava Metzia 6, 7, 8, 9 · Week 40 · Day 7",Job 12 & 13 · Week 40 · Day 7,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 7 of 13,Sichos HaRan · §280 of 308 · day 280 of 369,OC 559–560 · half-days 559 & 560,Chukat-Balak,Rav Pe’alim · Vol III · Choshen Mishpat 3 · Vol III · Choshen Mishpat 4 ·,Se’if ט׳ · day 7 of 13,"יָגַעְתִּי וְלֹא מָצָאתִי אַל תַּאַמִין לֹא יָגַעְתִּי וּמָצָאתִי אַל תַּאַמִין יָגַעְתִּי וּמָצָאתִי תַּאַמִין · מגילה ו,ב",Even HaEzer 172–173 · with the Shulchan Aruch,Zevachim · 13b · Tammuz / Three Weeks,Happiness — 20/20 · Self-Confidence — 1/4,Story 77 · 78 · Chukat-Balak,,Class 71 · of 118,Chukat-Balak · Day 5,Day 280 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 7 of 13,Gate 19 · Gate 20 · Gate 21 · day 7 of 13,Mamrim · Evel · Melachim u'Milchamos · set 11 of 14 · day 28 of 28,,Story 308 · Parshat Chukat-Balak
281,2027-07-16,11 Tammuz,Chukat-Balak,Tinyana 9 · KST § 308 (p. 179) · Aseh 75–76,פ Peh · פם · set 13 · day 17 of 22,Chesed shebeTiferet · shebeMalchut · day 15 of 49,יהה · 62 of 72 · יֶשֶׁבְאָב 14 · אֵלֶיךָ,Summer · 8 of 91 · Ratzo · F1 letter 8 · Eicha 1:8 · ח,2nd cycle 9 · day 8 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 35 of 41 · Chayah 5 of 10 · Honor Parents,OC 561–562 · Orach Chaim · 561 of 728,Chukat-Balak · D6 · P3 & 4 · C6,set 12 · 1/28 · Even HaEzer 174–175,Tinyana 9 · Zohar III 122–123,§ 308 (p. 179) · Chukat-Balak,Aseh 75–76,LT Devarim · Folio 62 · day 309 of 364,Prayer 4 · day 309 of 364,Kelim 3 & 4 · Week 41 · Day 1,Job 14 & 15 · Week 41 · Day 1,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 8 of 13,Sichos HaRan · §281 of 308 · day 281 of 369,OC 561–562 · half-days 561 & 562,Chukat-Balak,Ben Ish Chai · Halachot,Se’if י׳ · day 8 of 13,וְאָהַבְתָּ לְרֵעַךָ כָּמוֹךָ – רַבִּי עַקִיבָא אוֹמֵר זֶה כְּלָל גָדוֹל בַּתּוֹרָה · ויקרא יט:יח,Even HaEzer 174–175 · with the Shulchan Aruch,Zevachim · 13b · Tammuz / Three Weeks,Happiness — 20/20 · Self-Confidence — 1/4,Story 77 · 78 · Chukat-Balak,,Class 72 · of 118,Chukat-Balak · Day 6,Day 281 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 8 of 13,Gate 22 · Gate 23 · Gate 24 · day 8 of 13,Enumeration of the 613 Mitzvos · Yesodei HaTorah · De'ot · set 12 of 14 · day 1 of 28,,Story 309 · Parshat Chukat-Balak
282,2027-07-17,12 Tammuz,Chukat-Balak,Tinyana 10 · KST § 309–310 (p. 179) · Aseh 77–78,צ Tzaddik · צם · set 13 · day 18 of 22,Gevurah shebeTiferet · shebeMalchut · day 16 of 49,ענו · 63 of 72 · בִּלְגָּה 15 · אֵלֶיךָ,Summer · 9 of 91 · Ratzo · F1 letter 9 · Eicha 1:9 · ט,2nd cycle 9 · day 9 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 36 of 41 · Chayah 6 of 10 · Do Not Murder,OC 563–564 · Orach Chaim · 563 of 728,Chukat-Balak · D7 · P3 & 4 · C6,set 12 · 2/28 · Even HaEzer 176 · Judges 1 · Chukat-Balak,Tinyana 10 · Zohar III 124–125,§ 309–310 (p. 179) · Chukat-Balak,Aseh 77–78,LT Devarim · Folio 63 · day 310 of 364,Prayer 5 · day 310 of 364,Kelim 5 & 6 · Week 41 · Day 2,Job 16 & 17 · Week 41 · Day 2,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 9 of 13,Sichos HaRan · §282 of 308 · day 282 of 369,OC 563–564 · half-days 563 & 564,Chukat-Balak,Ben Ish Chai · Drash · Chukat · Drash · Balak · Drash,Se’if י״א · day 9 of 13,וְזֶה כָּל הָאָדָם וְתַכְלִית בְּרִיאָתוֹ וּבְרִיאַת כָּל הָעוֹלָמוֹת עֶלְיוֹנִים וְתַּחְתּוֹנִים לִהְיוֹת לוֹ דִירָה זוֹ בְּתַּחְתּוֹנִים · תניא פרק לג,Even HaEzer 176 · Judges 1 · with the Shulchan Aruch,Zevachim · 13b · Tammuz / Three Weeks,Happiness — 20/20 · Self-Confidence — 1/4,Story 77 · 78 · Chukat-Balak,,Class 73 · of 118,Sefer Yetzirah · 5:2,Day 282 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 9 of 13,Gate 25 · Gate 26 · Gate 27 · day 9 of 13,Talmud Torah · Avodah Zarah · Teshuvah · set 12 of 14 · day 2 of 28,,Story 310 · Parshat Chukat-Balak
283,2027-07-18,13 Tammuz,Pinchas,Tinyana 11 · KST § 319 (p. 183) · Aseh 79–80,ק Kuf · קם · set 13 · day 19 of 22,Tiferet shebeTiferet · shebeMalchut · day 17 of 49,מחי · 64 of 72 · אִמֵּר 16 · אֵלֶיךָ,Summer · 10 of 91 · Ratzo · F1 letter 10 · Eicha 1:10 · י,2nd cycle 9 · day 10 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 37 of 41 · Chayah 7 of 10 · Faithfulness,OC 565–566 · Orach Chaim · 565 of 728,Pinchas · D1 · P5 · C6,set 12 · 3/28 · Judges 2–3,Tinyana 11 · Zohar III 126–127,§ 319 (p. 183) · Pinchas,Aseh 79–80,LT Devarim · Folio 64 · day 311 of 364,Prayer 6 · day 311 of 364,Kelim 7 & 8 · Week 41 · Day 3,Job 18 & 19 · Week 41 · Day 3,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 10 of 13,Sichos HaRan · §283 of 308 · day 283 of 369,OC 565–566 · half-days 565 & 566,Pinchas,Rav Pe’alim · Vol III · Choshen Mishpat 7 · Vol III · Choshen Mishpat 8,Se’if י״ב · day 10 of 13,יִשְׂמַח יִשְׂרָאֵל בְּעוֹשָׂיו פֵּירוּש שֶׁכָּל מִי שֶׁהוּא מִזֶרַע יִשְׂרָאֵל יֵשׁ לוֹ לִשְׂמוֹחַ בְּשִׂמְחַת ה׳ אַשֶׁר שָׂשׂ וְשָׂמֵחַ בְּדִירָתוֹ בְּתַּחְתּוֹנִים · תניא פרק לג,Judges 2–3,Zevachim · 13b · Tammuz / Three Weeks,Self-Confidence — 4/4 · Gratitude — 1/27,Story 81 · 82 · Pinchas,,Class 74 · of 118,Pinchas · Day 1,Day 283 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 10 of 13,Gate 28 · Gate 29 · Gate 30 · day 10 of 13,"Kriat Shema · Tefilah u'Birkat Kohanim · Tefillin, Mezuzah · set 12 of 14 · day 3 of 28",,Story 311 · Parshat Pinchas
284,2027-07-19,14 Tammuz,Pinchas,Tinyana 12 · KST § 320 (p. 189) · Aseh 81–82,ר Reish · רם · set 13 · day 20 of 22,Netzach shebeTiferet · shebeMalchut · day 18 of 49,דמב · 65 of 72 · חֵזִיר 17 · אֵלֶיךָ,Summer · 11 of 91 · Ratzo · F1 letter 11 · Eicha 1:11 · כ,2nd cycle 9 · day 11 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 38 of 41 · Chayah 8 of 10 · Do Not Steal,OC 567–568 · Orach Chaim · 567 of 728,Pinchas · D2 · P5 · C6,set 12 · 4/28 · Judges 4 · Testimony 1,Tinyana 12 · Zohar III 128–129,§ 320 (p. 189) · Pinchas,Aseh 81–82,LT Devarim · Folio 65 · day 312 of 364,Prayer 7 · day 312 of 364,Kelim 9 & 10 · Week 41 · Day 4,Job 20 & 21 · Week 41 · Day 4,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 11 of 13,Sichos HaRan · §284 of 308 · day 284 of 369,OC 567–568 · half-days 567 & 568,Pinchas,Rav Pe’alim · Vol III · Sod Yesharim 1 · Vol III · Sod Yesharim 2,Overview · day 11 of 13,"All twelve · Mivtza Chinuch, 5736",Judges 4 · Testimony 1,Zevachim · 13b · Tammuz / Three Weeks,Self-Confidence — 4/4 · Gratitude — 1/27,Story 81 · 82 · Pinchas,,Class 75 · of 118,Pinchas · Day 2,Day 284 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 11 of 13,Gate 31 · Gate 32 · Ohr Ne’erav I · day 11 of 13,Tzitzit · Berachot · Milah · set 12 of 14 · day 4 of 28,,Story 312 · Parshat Pinchas
285,2027-07-20,15 Tammuz,Pinchas,Tinyana 13 · KST § 321 (p. 200) · Aseh 83–84,ש Shin · שם · set 13 · day 21 of 22,Hod shebeTiferet · shebeMalchut · day 19 of 49,מנק · 66 of 72 · הַפִּצֵּץ 18 · אֵלֶיךָ,Summer · 12 of 91 · Ratzo · F1 letter 12 · Eicha 1:12 · ל,2nd cycle 9 · day 12 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 39 of 41 · Chayah 9 of 10 · Truth / No False Witness,OC 569–570 · Orach Chaim · 569 of 728,Pinchas · D3 · P5 · C6,set 12 · 5/28 · Testimony 2–3,Tinyana 13 · Zohar III 130–131,§ 321 (p. 200) · Pinchas,Aseh 83–84,LT Devarim · Folio 66 · day 313 of 364,Prayer 8 · day 313 of 364,Kelim 11 & 12 · Week 41 · Day 5,Job 22 & 23 · Week 41 · Day 5,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 12 of 13,Sichos HaRan · §285 of 308 · day 285 of 369,OC 569–570 · half-days 569 & 570,Pinchas,Rav Pe’alim · Vol III · Sod Yesharim 3 · Vol III · Sod Yesharim 4,Se’if א׳ · day 12 of 13,תּוֹרָה צִוָה לָנוּ מֹשֶׁה מוֹרָשָׁה קְהִלַת יַעֲקֹב · דברים לג:ד,Testimony 2–3,Zevachim · 13b · Tammuz / Three Weeks,Self-Confidence — 4/4 · Gratitude — 1/27,Story 81 · 82 · Pinchas,,Class 76 · of 118,Pinchas · Day 3,Day 285 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 12 of 13,Ohr Ne’erav II · Ohr Ne’erav III · Ohr Ne’erav IV · day 12 of 13,Shabbat · Eruvin · Shevitat Asor · set 12 of 14 · day 5 of 28,,Story 313 · Parshat Pinchas
286,2027-07-21,16 Tammuz,Pinchas,Tinyana 14 · KST § 322 (p. 200) · Aseh 85–86,ת Tav · תם · set 13 · day 22 of 22,Yesod shebeTiferet · shebeMalchut · day 20 of 49,איע · 67 of 72 · פְּתַחְיָה 19 · אֵלֶיךָ,Summer · 13 of 91 · Ratzo · F1 letter 13 · Eicha 1:13 · מ,2nd cycle 9 · day 13 of 13 · Notzer Chesed Laalafim,Cycle 7 · day 40 of 41 · Chayah 10 of 10 · Do Not Covet,OC 571–572 · Orach Chaim · 571 of 728,Pinchas · D4 · P5 · C6,set 12 · 6/28 · Testimony 4–5,Tinyana 14 · Zohar III 132–133,§ 322 (p. 200) · Pinchas,Aseh 85–86,LT Devarim · Folio 67 · day 314 of 364,Prayer 9 · day 314 of 364,"Tosefta Kelim Bava Metzia 10, 11 &amp; Tosefta Kelim Bava Batra 1, 2 · Week 41 · Day 6",Job 24 & 25 · Week 41 · Day 6,Tale 9 — The Clever Man and the Simple Man · cycle 22 · day 13 of 13,Sichos HaRan · §286 of 308 · day 286 of 369,OC 571–572 · half-days 571 & 572,Pinchas,Rav Pe’alim · Vol III · Sod Yesharim 5 · Vol III · Sod Yesharim 6,Se’if ב׳ · day 13 of 13,שְׁמַע יִשְׂרָאֵל ה׳ אֶלֹקֵינוּ ה׳ אֶחָד · דברים ו:ד,Testimony 4–5,Zevachim · 13b · Tammuz / Three Weeks,Self-Confidence — 4/4 · Gratitude — 1/27,Story 81 · 82 · Pinchas,,Class 77 · of 118,Pinchas · Day 4,Day 286 · of 369,Chapter 9 · cycle 22,The Garden of Wisdom · cycle 9 of 13,Phase 9 · day 13 of 13,Ohr Ne’erav V · Ohr Ne’erav VI · Ohr Ne’erav VII · day 13 of 13,"Shevitat Yom Tov · Chametz u'Matzah · Shofar, Sukkah v'Lul · set 12 of 14 · day 6 of 28",,Story 314 · Parshat Pinchas
287,2027-07-22,17 Tammuz,Pinchas,Tinyana 15 · KST § 323 (p. 201) · Aseh 87–88,א Alef · אן · set 14 · day 1 of 22,Malchut shebeTiferet · shebeMalchut · day 21 of 49,חבו · 68 of 72 · יְחֶזְקֵאל 20 · אֵלֶיךָ,Summer · 14 of 91 · Ratzo · F1 letter 14 · Eicha 1:14 · נ,2nd cycle 10 · day 1 of 13 · Noseh Avon,,OC 573–574 · Orach Chaim · 573 of 728,Pinchas · D5 · P5 · C6,set 12 · 7/28 · Loans 1–2,Tinyana 15 · Zohar III 134–137,§ 323 (p. 201) · Pinchas,Aseh 87–88,LT Devarim · Folio 68 · day 315 of 364,Prayer 10 · day 315 of 364,"Tosefta Kelim Bava Batra 3, 4, 5, 6 · Week 41 · Day 7",Job 26 & 27 · Week 41 · Day 7,Tale 10 — The Burgher and the Pauper · cycle 23 · day 1 of 13,Sichos HaRan · §287 of 308 · day 287 of 369,OC 573–574 · half-days 573 & 574,Pinchas,Rav Pe’alim · Vol III · Sod Yesharim 7 · Vol III · Sod Yesharim 8,Se’if ג׳ · day 1 of 13,"בְּכָל דוֹר וָדוֹר חַיָיב אָדָם לִרְאוֹת אֶת עַצְמוֹ כְּאִלוּ הוּא יָצָא מִמִצְרָיִם · פסחים קטז,ב",Loans 1–2,Menachot · 14a · Three Weeks,Self-Confidence — 4/4 · Gratitude — 1/27,Story 81 · 82 · Pinchas,,Class 78 · of 118,Pinchas · Day 5,Day 287 · of 369,Chapter 10 · cycle 23,The Garden of Purity · cycle 10 of 13,Phase 10 · day 1 of 13,Gate 1 · Gate 2 · Gate 3 · day 1 of 13,Shekalim · Kiddush HaChodesh · Ta'aniyot · set 12 of 14 · day 7 of 28,,Story 315 · Parshat Pinchas
